company,qtr_end_date,qtr_end_closing_price,Shares Outstanding,quarter,year,Net sales,Total expenses,PAT,ann_date,early_ann,company_code,stck_ann,next_day
Oil & Natural Gas Corpn. Ltd.,2013-12-31 00:00:00,192.4,8555490120,3,2013,151120.4,107050.5,71259.7,2014-02-19 00:00:00,0,ONGC,,
Indian Oil Corpn. Ltd.,2013-12-31 00:00:00,35.68,2427952482,3,2013,1176719.5,1185675.6,-9614.5,2014-02-19 00:00:00,0,IOC,,
G A I L (India) Ltd.,2014-09-30 00:00:00,84.16,1268477400,2,2014,141297.2,129998.6,13029,2014-04-06 00:00:00,1,GAIL,,
Reliance Industries Ltd.,2014-03-31 00:00:00,460.37,3231901858,4,2013,951930,928340,56310,2014-04-21 00:00:00,1,Reliance,,
N T P C Ltd.,2014-03-31 00:00:00,99.96,8245464400,4,2013,210388.3,185312.4,30935.4,2014-05-16 00:00:00,0,NTPC,,
Adani Power Ltd.,2014-03-31 00:00:00,48.65,2871922110,4,2013,35948.9,32636.5,28500,2014-05-19 00:00:00,0,Adani,,
G A I L (India) Ltd.,2014-03-31 00:00:00,70.45,1268477400,4,2013,145671.6,144080.8,9720.3,2014-05-28 00:00:00,0,GAIL,,
Coal India Ltd.,2014-03-31 00:00:00,287.9,6316364400,4,2013,1624,3977.1,6461.4,2014-05-29 00:00:00,0,coal,,
Tata Power Co. Ltd.,2014-03-31 00:00:00,84.8,2704625254,4,2013,18249.2,19657.3,841.8,2014-05-30 00:00:00,0,tataPower,,
Oil & Natural Gas Corpn. Ltd.,2014-03-31 00:00:00,212.47,8555490120,4,2013,213130.9,175908.3,48890,2014-05-31 00:00:00,0,ONGC,,
Indian Oil Corpn. Ltd.,2014-03-31 00:00:00,46.5,2427952482,4,2013,1348674.2,1278991.2,93898.5,2014-06-03 00:00:00,0,IOC,,
Power Grid Corpn. Of India Ltd.,2014-03-31 00:00:00,78.79,5231589648,4,2013,39862.8,30078,11758.4,2014-06-05 00:00:00,0,powerGrid,,
Reliance Industries Ltd.,2014-06-30 00:00:00,502.57,3232715592,1,2014,963510,948680,56490,2014-07-21 00:00:00,1,Reliance,,
N T P C Ltd.,2014-06-30 00:00:00,129.92,8245464400,1,2014,181066.8,173937.4,22012,2014-08-05 00:00:00,0,NTPC,,
Power Grid Corpn. Of India Ltd.,2014-06-30 00:00:00,104.36,5231589648,1,2014,39418.5,29386,11365.1,2014-08-05 00:00:00,0,powerGrid,,
Adani Power Ltd.,2014-06-30 00:00:00,62.55,2871922110,1,2014,30015.4,32890.3,-1797.2,2014-08-07 00:00:00,0,Adani,,
Indian Oil Corpn. Ltd.,2014-06-30 00:00:00,57.53,2427952482,1,2014,1249566.9,1184191.4,25229.4,2014-08-13 00:00:00,0,IOC,,
Oil & Natural Gas Corpn. Ltd.,2014-06-30 00:00:00,282.47,8555490120,1,2014,218512.7,181677.1,47817.9,2014-08-18 00:00:00,0,ONGC,,
G A I L (India) Ltd.,2014-06-30 00:00:00,86.69,1268477400,1,2014,133722.3,135273.5,6214.4,2014-08-18 00:00:00,0,GAIL,,
Coal India Ltd.,2014-06-30 00:00:00,385.3,6316364400,1,2014,672.5,2598.1,12020.2,2014-08-18 00:00:00,0,coal,,
Tata Power Co. Ltd.,2014-06-30 00:00:00,107.75,2704625254,1,2014,22618.1,23508.7,2559.6,2014-08-20 00:00:00,0,tataPower,,
Reliance Industries Ltd.,2014-09-30 00:00:00,468.22,3234242991,2,2014,964860,934600,57420,2014-10-13 00:00:00,0,Reliance,,
Coal India Ltd.,2014-09-30 00:00:00,341.35,6316364400,2,2014,634.5,2517.8,18563.2,2014-11-10 00:00:00,0,coal,,
Power Grid Corpn. Of India Ltd.,2014-09-30 00:00:00,101.48,5231589648,2,2014,41785.4,31079.9,12012.7,2014-11-17 00:00:00,0,powerGrid,,
Adani Power Ltd.,2014-09-30 00:00:00,43.4,2871922110,2,2014,24085.3,29423.2,-4314.9,2014-11-18 00:00:00,0,Adani,,
Indian Oil Corpn. Ltd.,2014-09-30 00:00:00,60.25,2427952482,2,2014,1116638.1,1170547.9,-8984.6,2014-11-19 00:00:00,0,IOC,,
Oil & Natural Gas Corpn. Ltd.,2014-09-30 00:00:00,272.73,8555490120,2,2014,204477.5,161357.6,54448.9,2014-11-19 00:00:00,0,ONGC,,
Tata Power Co. Ltd.,2014-09-30 00:00:00,83,2704625254,2,2014,19913.7,20054.4,3063.3,2014-11-24 00:00:00,0,tataPower,,
N T P C Ltd.,2014-09-30 00:00:00,115.54,8245464400,2,2014,166465.3,159672.3,20716.3,2014-11-24 00:00:00,0,NTPC,,
Reliance Industries Ltd.,2014-12-31 00:00:00,441.37,3235069941,3,2014,801960,726060,50850,2015-01-19 00:00:00,1,Reliance,,
Adani Power Ltd.,2014-12-31 00:00:00,44.35,2871922110,3,2014,30466.2,33204.7,537.6,2015-01-29 00:00:00,0,Adani,,
N T P C Ltd.,2014-12-31 00:00:00,120.08,8245464400,3,2014,187364.9,169710.9,30740,2015-02-04 00:00:00,0,NTPC,,
Tata Power Co. Ltd.,2014-12-31 00:00:00,82.15,2704625254,3,2014,20340.9,21802.2,2346.3,2015-02-05 00:00:00,0,tataPower,,
G A I L (India) Ltd.,2014-12-31 00:00:00,83.43,1268477400,3,2014,149694.1,147299.7,6040.8,2015-02-09 00:00:00,0,GAIL,,
Power Grid Corpn. Of India Ltd.,2014-12-31 00:00:00,103.54,5231589648,3,2014,43536.2,32572,12289.1,2015-02-18 00:00:00,0,powerGrid,,
Oil & Natural Gas Corpn. Ltd.,2014-12-31 00:00:00,227.47,8555490120,3,2014,189244.5,172657.4,35712,2015-02-18 00:00:00,0,ONGC,,
Indian Oil Corpn. Ltd.,2014-12-31 00:00:00,55.27,2427952482,3,2014,1070736,1077234,-26368,2015-02-18 00:00:00,0,IOC,,
Coal India Ltd.,2014-12-31 00:00:00,383.75,6316364400,3,2014,746.1,2878.8,6958.2,2015-02-18 00:00:00,0,coal,,
Reliance Industries Ltd.,2015-03-31 00:00:00,408.46,3235688765,4,2014,560430,522010,62430,2015-04-20 00:00:00,1,Reliance,,
Adani Power Ltd.,2015-03-31 00:00:00,47.3,2871922110,4,2014,24935,24497.4,4182.1,2015-05-15 00:00:00,0,Adani,,
Tata Power Co. Ltd.,2015-03-31 00:00:00,77.1,2704626934,4,2014,19629.2,22047.9,2133.7,2015-05-20 00:00:00,0,tataPower,,
G A I L (India) Ltd.,2015-03-31 00:00:00,72.91,1268477400,4,2014,142706.2,136191,5107.5,2015-05-28 00:00:00,0,GAIL,,
Coal India Ltd.,2015-03-31 00:00:00,362.4,6316364400,4,2014,1818.1,3658.9,96292.3,2015-05-28 00:00:00,0,coal,,
Indian Oil Corpn. Ltd.,2015-03-31 00:00:00,61.38,2427952482,4,2014,938301.3,872910.3,62853.5,2015-05-29 00:00:00,0,IOC,,
Oil & Natural Gas Corpn. Ltd.,2015-03-31 00:00:00,204.53,8555490120,4,2014,216474.9,197034.5,39350.7,2015-05-29 00:00:00,0,ONGC,,
Power Grid Corpn. Of India Ltd.,2015-03-31 00:00:00,108.9,5231589648,4,2014,47032.2,35218,14124.8,2015-06-02 00:00:00,0,powerGrid,,
N T P C Ltd.,2015-03-31 00:00:00,122.79,8245464400,4,2014,193086.5,169587.5,29440.3,2015-06-04 00:00:00,0,NTPC,,
Reliance Industries Ltd.,2015-06-30 00:00:00,495.51,3236439248,1,2015,658170,630670,63690,2015-07-25 00:00:00,1,Reliance,,
G A I L (India) Ltd.,2015-06-30 00:00:00,73.51,1268477400,1,2015,125446.8,126303.9,3880.9,2015-07-27 00:00:00,0,GAIL,,
N T P C Ltd.,2015-06-30 00:00:00,114.83,8245464400,1,2015,171360,155502.2,22765,2015-07-30 00:00:00,0,NTPC,,
Coal India Ltd.,2015-06-30 00:00:00,421.05,6316364400,1,2015,377.4,2009.2,4871,2015-08-12 00:00:00,0,coal,,
Adani Power Ltd.,2015-06-30 00:00:00,29.25,2935838941,1,2015,30592.3,33107.8,986.1,2015-08-12 00:00:00,0,Adani,,
Power Grid Corpn. Of India Ltd.,2015-06-30 00:00:00,104.32,5231589648,1,2015,46898.8,34367.4,13556.4,2015-08-12 00:00:00,0,powerGrid,,
Tata Power Co. Ltd.,2015-06-30 00:00:00,74.05,2704629398,1,2015,21753.2,22185.3,3337.7,2015-08-13 00:00:00,0,tataPower,,
Oil & Natural Gas Corpn. Ltd.,2015-06-30 00:00:00,206.43,8555490120,1,2015,226281.7,182332.1,53683.6,2015-08-14 00:00:00,0,ONGC,,
Indian Oil Corpn. Ltd.,2015-06-30 00:00:00,64.1,2427952482,1,2015,1014761.1,980843.9,65908.3,2015-10-04 00:00:00,0,IOC,,
Reliance Industries Ltd.,2015-09-30 00:00:00,426.19,3238428600,2,2015,608170,540090,65340,2015-10-20 00:00:00,1,Reliance,,
Adani Power Ltd.,2015-09-30 00:00:00,24.7,2935838941,2,2015,29433.5,32668.5,-1885.1,2015-11-04 00:00:00,0,Adani,,
G A I L (India) Ltd.,2015-09-30 00:00:00,56.64,1268477400,2,2015,141195.9,134257.6,3304.2,2015-11-05 00:00:00,0,GAIL,,
N T P C Ltd.,2015-09-30 00:00:00,103.12,8245464400,2,2015,176654.9,171468.3,30392.3,2015-11-07 00:00:00,0,NTPC,,
Indian Oil Corpn. Ltd.,2015-09-30 00:00:00,67.02,2427952482,2,2015,846122.3,854508.2,-4502.4,2015-11-07 00:00:00,0,IOC,,
Oil & Natural Gas Corpn. Ltd.,2015-09-30 00:00:00,153,8555490120,2,2015,205121.4,169165.8,46813.9,2015-11-07 00:00:00,0,ONGC,,
Power Grid Corpn. Of India Ltd.,2015-09-30 00:00:00,99.11,5231589648,2,2015,48659.3,35779.9,14180.3,2015-11-11 00:00:00,0,powerGrid,,
Coal India Ltd.,2015-09-30 00:00:00,326.5,6316364400,2,2015,486.8,2208.5,12457.7,2015-11-13 00:00:00,0,coal,,
Tata Power Co. Ltd.,2015-09-30 00:00:00,65.05,2704629398,2,2015,22631,21831.5,3561.6,2015-12-05 00:00:00,0,tataPower,,
Power Grid Corpn. Of India Ltd.,2015-12-31 00:00:00,105.9,5231589648,3,2015,53694.9,38704.2,16062.5,2016-01-27 00:00:00,1,powerGrid,,
Reliance Industries Ltd.,2015-12-31 00:00:00,501.53,3239212335,3,2015,565670,500700,72960,2016-01-27 00:00:00,0,Reliance,,
N T P C Ltd.,2015-12-31 00:00:00,121.58,8245464400,3,2015,175098.3,155099.1,26687.7,2016-01-30 00:00:00,0,NTPC,,
Tata Power Co. Ltd.,2015-12-31 00:00:00,67.9,2704629398,3,2015,22419.2,20743.6,2938.1,2016-02-09 00:00:00,0,tataPower,,
Indian Oil Corpn. Ltd.,2015-12-31 00:00:00,71.44,2427952482,3,2015,826758.6,802586.6,30957.5,2016-02-13 00:00:00,0,IOC,,
G A I L (India) Ltd.,2015-12-31 00:00:00,70.39,1268477400,3,2015,134040,129694.7,6757.9,2016-02-13 00:00:00,0,GAIL,,
Oil & Natural Gas Corpn. Ltd.,2015-12-31 00:00:00,161.27,8555490120,3,2015,183642.7,179606.4,14658.8,2016-02-13 00:00:00,0,ONGC,,
Adani Power Ltd.,2015-12-31 00:00:00,32.25,2935838941,3,2015,30702.5,32254.7,-302.4,2016-02-13 00:00:00,0,Adani,,
Coal India Ltd.,2015-12-31 00:00:00,328.7,6316364400,3,2015,362,2109.8,6715.3,2016-02-13 00:00:00,0,coal,,
Adani Power Ltd.,2016-03-31 00:00:00,34.65,3333938941,4,2015,38024.4,37175.7,2166.7,2016-04-20 00:00:00,1,Adani,,
Reliance Industries Ltd.,2016-03-31 00:00:00,517.7,3240376321,4,2015,499570,422360,72270,2016-04-25 00:00:00,0,Reliance,,
Tata Power Co. Ltd.,2016-03-31 00:00:00,64.65,2704629398,4,2015,20166,18945.2,3712.5,2016-05-24 00:00:00,0,tataPower,,
G A I L (India) Ltd.,2016-03-31 00:00:00,66.82,1268477400,4,2015,117323.6,111632.7,7699.9,2016-05-26 00:00:00,0,GAIL,,
Indian Oil Corpn. Ltd.,2016-03-31 00:00:00,65.58,2427952482,4,2015,784155.1,723886.8,20058.9,2016-05-28 00:00:00,0,IOC,,
Oil & Natural Gas Corpn. Ltd.,2016-03-31 00:00:00,143.17,8555490120,4,2015,162371.7,162811.5,46243,2016-05-28 00:00:00,0,ONGC,,
Power Grid Corpn. Of India Ltd.,2016-03-31 00:00:00,104.32,5231589648,4,2015,57405.1,44159.3,15685.8,2016-05-28 00:00:00,0,powerGrid,,
Coal India Ltd.,2016-03-31 00:00:00,292,6316364400,4,2015,429.1,3811.6,141886,2016-05-29 00:00:00,0,coal,,
N T P C Ltd.,2016-03-31 00:00:00,107.33,8245464400,4,2015,183251.5,159405.6,27926.9,2016-05-30 00:00:00,0,NTPC,,
N T P C Ltd.,2016-06-30 00:00:00,130.33,8245464400,1,2016,190980.9,169206.8,23386.1,2016-08-03 00:00:00,1,NTPC,,
Coal India Ltd.,2016-06-30 00:00:00,313.15,6316364400,1,2016,231.6,1533.9,36.8,2016-09-21 00:00:00,0,coal,,
Adani Power Ltd.,2016-06-30 00:00:00,30.35,3333938941,1,2016,26713.7,30164.3,-2067,2016-09-27 00:00:00,0,Adani,,
Reliance Industries Ltd.,2016-06-30 00:00:00,480.16,3242445749,1,2016,534960,497150,75480,2016-09-29 00:00:00,0,Reliance,,
G A I L (India) Ltd.,2016-06-30 00:00:00,72.22,1268477400,1,2016,106870.3,101637.1,13351.8,2016-09-30 00:00:00,0,GAIL,,
Oil & Natural Gas Corpn. Ltd.,2016-06-30 00:00:00,144.2,8555490120,1,2016,177847.5,145089,42325.4,2016-10-01 00:00:00,0,ONGC,,
Power Grid Corpn. Of India Ltd.,2016-06-30 00:00:00,122.21,5231589648,1,2016,61198.6,44575.3,18017.7,2016-10-04 00:00:00,0,powerGrid,,
Tata Power Co. Ltd.,2016-06-30 00:00:00,73.45,2704629398,1,2016,18738.2,18344.5,1469.1,2016-10-04 00:00:00,0,tataPower,,
Indian Oil Corpn. Ltd.,2016-06-30 00:00:00,73.43,2427952482,1,2016,860771.9,835389.3,82689.8,2016-10-04 00:00:00,0,IOC,,
Coal India Ltd.,2016-09-30 00:00:00,322.55,6316364400,2,2016,812.4,2166.4,10975.7,2016-10-15 00:00:00,1,coal,,
Adani Power Ltd.,2016-09-30 00:00:00,24.95,3417454409,2,2016,26340.1,31634.5,-3351.4,2016-10-25 00:00:00,0,Adani,,
Reliance Industries Ltd.,2016-09-30 00:00:00,535.95,3243105885,2,2016,595770,544450,77040,2016-10-25 00:00:00,0,Reliance,,
N T P C Ltd.,2016-09-30 00:00:00,123.75,8245464400,2,2016,192649.7,170925.2,24969.8,2016-11-07 00:00:00,0,NTPC,,
Oil & Natural Gas Corpn. Ltd.,2016-09-30 00:00:00,171.13,8555490120,2,2016,183950.1,147137.9,49749.2,2016-11-07 00:00:00,0,ONGC,,
Indian Oil Corpn. Ltd.,2016-09-30 00:00:00,97.13,2427952482,2,2016,803566.1,803253.8,31218.9,2016-11-07 00:00:00,0,IOC,,
Power Grid Corpn. Of India Ltd.,2016-09-30 00:00:00,132.26,5231589648,2,2016,62548.8,46082,18720,2016-11-11 00:00:00,0,powerGrid,,
G A I L (India) Ltd.,2016-09-30 00:00:00,70.13,1268477400,2,2016,118776.4,114531.1,9246.5,2016-11-16 00:00:00,0,GAIL,,
Tata Power Co. Ltd.,2016-09-30 00:00:00,75.3,2704629398,2,2016,17251.2,17987.3,4963.3,2016-12-05 00:00:00,0,tataPower,,
Reliance Industries Ltd.,2016-12-30 00:00:00,534.96,3243593710,3,2016,618060,590620,80220,2017-01-17 00:00:00,1,Reliance,,
Adani Power Ltd.,2016-12-30 00:00:00,30.1,3500892183,3,2016,25117.1,35069.4,-8226.7,2017-01-25 00:00:00,0,Adani,,
Oil & Natural Gas Corpn. Ltd.,2016-12-30 00:00:00,191.45,12833235180,3,2016,200139.5,169915.8,43523.3,2017-02-02 00:00:00,0,ONGC,,
Indian Oil Corpn. Ltd.,2016-12-30 00:00:00,108.55,4855904964,3,2016,931018.5,888402.7,39949.1,2017-02-02 00:00:00,0,IOC,,
N T P C Ltd.,2016-12-30 00:00:00,137.25,8245464400,3,2016,190218.7,171822.1,24692.6,2017-02-10 00:00:00,0,NTPC,,
Coal India Ltd.,2016-12-30 00:00:00,300,6207409177,3,2016,1002.6,2535,-390.3,2017-02-12 00:00:00,0,coal,,
Power Grid Corpn. Of India Ltd.,2016-12-30 00:00:00,137.59,5231589648,3,2016,66297.6,48574.9,19300.2,2017-02-13 00:00:00,0,powerGrid,,
G A I L (India) Ltd.,2016-12-30 00:00:00,82.12,1268477400,3,2016,121324.4,113489.2,9829.2,2017-02-14 00:00:00,0,GAIL,,
Tata Power Co. Ltd.,2016-12-30 00:00:00,75.7,2704773510,3,2016,16240.9,15644.8,3054.7,2017-02-17 00:00:00,0,tataPower,,
G A I L (India) Ltd.,2017-03-31 00:00:00,94.11,1691303200,4,2016,134520,133037.5,2601.6,2017-05-27 00:00:00,1,GAIL,,
Adani Power Ltd.,2017-03-31 00:00:00,39.95,3856938941,4,2016,31247.5,80445.8,-46898.3,2017-05-29 00:00:00,0,Adani,,
Coal India Ltd.,2017-03-31 00:00:00,292.8,6207409177,4,2016,852.2,3220.4,134368.7,2017-06-06 00:00:00,0,coal,,
Indian Oil Corpn. Ltd.,2017-03-31 00:00:00,128.92,4855904964,4,2016,1003746,1075915.9,37206.2,2017-06-08 00:00:00,0,IOC,,
Oil & Natural Gas Corpn. Ltd.,2017-03-31 00:00:00,185.05,12833235180,4,2016,217140.2,221212.1,43401.8,2017-06-12 00:00:00,0,ONGC,,
Tata Power Co. Ltd.,2017-03-31 00:00:00,90.5,2704773510,4,2016,17329.2,24964.8,-5841.5,2017-06-16 00:00:00,0,tataPower,,
N T P C Ltd.,2017-03-31 00:00:00,138.29,8245464400,4,2016,200546.1,190920.7,20794,2017-06-17 00:00:00,0,NTPC,,
Reliance Industries Ltd.,2017-03-31 00:00:00,653.38,3251278100,4,2016,671460,609260,81510,2017-06-18 00:00:00,0,Reliance,,
Power Grid Corpn. Of India Ltd.,2017-03-31 00:00:00,147.9,5231589648,4,2016,67055.7,52162.4,19163.6,2017-06-19 00:00:00,0,powerGrid,,
Reliance Industries Ltd.,2017-06-30 00:00:00,683.62,3251565753,1,2017,642170,584940,81960,2017-07-26 00:00:00,1,Reliance,,
N T P C Ltd.,2017-06-30 00:00:00,132.04,8245464400,1,2017,198353.5,181033.1,26181.7,2017-08-01 00:00:00,0,NTPC,,
Oil & Natural Gas Corpn. Ltd.,2017-06-30 00:00:00,157.3,12833235180,1,2017,190735.4,160333.5,38847.3,2017-08-01 00:00:00,0,ONGC,,
Adani Power Ltd.,2017-06-30 00:00:00,29.7,3856938941,1,2017,26820.7,33300.4,-5124.1,2017-08-21 00:00:00,0,Adani,,
Power Grid Corpn. Of India Ltd.,2017-06-30 00:00:00,157.91,5231589648,1,2017,71813.5,54069.4,20524.1,2017-08-21 00:00:00,0,powerGrid,,
Indian Oil Corpn. Ltd.,2017-06-30 00:00:00,128.3,4855904964,1,2017,1054262.3,953859.3,45485.1,2017-08-31 00:00:00,0,IOC,,
Coal India Ltd.,2017-06-30 00:00:00,244.2,6207409177,1,2017,832.5,1655.5,321.8,2017-09-01 00:00:00,0,coal,,
Tata Power Co. Ltd.,2017-06-30 00:00:00,80.55,2704773510,1,2017,18471.8,18626.2,2020.5,2017-09-01 00:00:00,0,tataPower,,
G A I L (India) Ltd.,2017-06-30 00:00:00,90.25,1691303200,1,2017,114069,106910.4,10256.4,2017-09-05 00:00:00,0,GAIL,,
Reliance Industries Ltd.,2017-09-29 00:00:00,774.78,6332551296,2,2017,685320,614000,82650,2017-10-17 00:00:00,1,Reliance,,
Oil & Natural Gas Corpn. Ltd.,2017-09-29 00:00:00,170.65,12833235180,2,2017,189648.5,160064.4,51307.4,2017-10-31 00:00:00,0,ONGC,,
Indian Oil Corpn. Ltd.,2017-09-29 00:00:00,133.35,4855904964,2,2017,905826.6,878763.6,36962.9,2017-10-31 00:00:00,0,IOC,,
Tata Power Co. Ltd.,2017-09-29 00:00:00,77.75,2704773510,2,2017,18844.6,20242.3,419.8,2017-11-04 00:00:00,0,tataPower,,
Power Grid Corpn. Of India Ltd.,2017-09-29 00:00:00,157.99,5231589648,2,2017,72528.4,54325.7,21410.4,2017-11-08 00:00:00,0,powerGrid,,
Adani Power Ltd.,2017-09-29 00:00:00,29.55,3856938941,2,2017,33606.5,31557.5,2678.6,2017-11-20 00:00:00,0,Adani,,
Coal India Ltd.,2017-09-29 00:00:00,270.6,6207409177,2,2017,329.9,1757.5,1188.8,2017-11-21 00:00:00,0,coal,,
G A I L (India) Ltd.,2017-09-29 00:00:00,104.78,1691303200,2,2017,124096.5,112284.8,13096.3,2017-11-21 00:00:00,0,GAIL,,
N T P C Ltd.,2017-09-29 00:00:00,139.37,8245464400,2,2017,198424,176654,24386,2017-11-21 00:00:00,0,NTPC,,
Adani Power Ltd.,2017-12-29 00:00:00,41.65,3856938941,3,2017,21834.7,34928.1,7917.2,2018-01-18 00:00:00,1,Adani,,
Reliance Industries Ltd.,2017-12-29 00:00:00,912.37,6333503519,3,2017,732560,695880,84540,2018-01-24 00:00:00,0,Reliance,,
N T P C Ltd.,2017-12-29 00:00:00,147.67,8245464400,3,2017,207625.4,192900.6,23608.1,2018-02-01 00:00:00,0,NTPC,,
Indian Oil Corpn. Ltd.,2017-12-29 00:00:00,129.47,4855904964,3,2017,1106778,1058967.7,78832.2,2018-02-02 00:00:00,0,IOC,,
Power Grid Corpn. Of India Ltd.,2017-12-29 00:00:00,150.26,5231589648,3,2017,75069.5,57442.1,20408.3,2018-02-05 00:00:00,0,powerGrid,,
Oil & Natural Gas Corpn. Ltd.,2017-12-29 00:00:00,194.65,12833235180,3,2017,229958.8,193907.2,50146.7,2018-02-14 00:00:00,0,ONGC,,
G A I L (India) Ltd.,2017-12-29 00:00:00,124.3,1691303200,3,2017,144143.4,133749.2,12622.2,2018-02-23 00:00:00,0,GAIL,,
Tata Power Co. Ltd.,2017-12-29 00:00:00,93.85,2704773510,3,2017,19633.7,17274.7,5033.8,2018-02-26 00:00:00,0,tataPower,,
Coal India Ltd.,2017-12-29 00:00:00,263,6207409177,3,2017,802.8,2311.8,1211.4,2018-03-16 00:00:00,0,coal,,
Indian Oil Corpn. Ltd.,2018-03-28 00:00:00,117.53,9711809928,4,2017,1173520.1,1146597.7,52181,2018-05-25 00:00:00,1,IOC,,
Adani Power Ltd.,2018-03-28 00:00:00,23.75,3856938941,4,2017,588.7,6792.9,-5561.5,2018-05-26 00:00:00,0,Adani,,
Tata Power Co. Ltd.,2018-03-28 00:00:00,79.35,2704773510,4,2017,18415.9,59390,-38262,2018-05-26 00:00:00,0,tataPower,,
Reliance Industries Ltd.,2018-03-28 00:00:00,874.48,6334651022,4,2017,840370,784000,86970,2018-06-13 00:00:00,0,Reliance,,
N T P C Ltd.,2018-03-28 00:00:00,141.42,8245464400,4,2017,231002.6,212181.2,29255.9,2018-06-21 00:00:00,0,NTPC,,
Oil & Natural Gas Corpn. Ltd.,2018-03-28 00:00:00,177.8,12833235180,4,2017,239698.3,218008.5,59151.2,2018-06-22 00:00:00,0,ONGC,,
Power Grid Corpn. Of India Ltd.,2018-03-28 00:00:00,145.39,5231589648,4,2017,78143.6,60886.2,20103.1,2018-06-22 00:00:00,0,powerGrid,,
G A I L (India) Ltd.,2018-03-28 00:00:00,109.53,2255070933,4,2017,154306.9,147767.1,10209.2,2018-08-01 00:00:00,0,GAIL,,
N T P C Ltd.,2018-06-29 00:00:00,132.87,8245464400,1,2018,227891.2,212549,25881.4,2018-08-03 00:00:00,1,NTPC,,
Tata Power Co. Ltd.,2018-06-29 00:00:00,73.05,2704773510,1,2018,19581.1,22066,11674.3,2018-08-03 00:00:00,0,tataPower,,
Reliance Industries Ltd.,2018-06-29 00:00:00,963.78,6336398954,1,2018,911590,867060,88200,2018-08-07 00:00:00,0,Reliance,,
Oil & Natural Gas Corpn. Ltd.,2018-06-29 00:00:00,158.2,12833235180,1,2018,272128.3,217819.8,61438.8,2018-08-08 00:00:00,0,ONGC,,
Power Grid Corpn. Of India Ltd.,2018-06-29 00:00:00,139.99,5231589648,1,2018,81307.3,72336.5,22417,2018-08-10 00:00:00,0,powerGrid,,
Adani Power Ltd.,2018-06-29 00:00:00,16.15,3856938941,1,2018,4642.2,8732.6,-404.2,2018-08-23 00:00:00,0,Adani,,
Coal India Ltd.,2018-06-29 00:00:00,264.4,6207409177,1,2018,1981.5,1991,682.1,2018-08-24 00:00:00,0,coal,,
Indian Oil Corpn. Ltd.,2018-06-29 00:00:00,103.97,9711809928,1,2018,1294750,1260498.2,68311.3,2018-08-25 00:00:00,0,IOC,,
G A I L (India) Ltd.,2018-06-29 00:00:00,113.38,2255070933,1,2018,172985.9,166253.4,12592.5,2018-08-27 00:00:00,0,GAIL,,
Coal India Ltd.,2018-03-28 00:00:00,283.5,6207409177,4,2017,3479.4,3360.5,90212.2,2018-09-04 00:00:00,0,coal,,
Reliance Industries Ltd.,2018-09-28 00:00:00,1246.34,6338440341,2,2018,961670,950620,88590,2018-10-22 00:00:00,1,Reliance,,
Tata Power Co. Ltd.,2018-09-28 00:00:00,65.95,2704773510,2,2018,18529,20454.8,2982.9,2018-11-05 00:00:00,0,tataPower,,
Indian Oil Corpn. Ltd.,2018-09-28 00:00:00,102.13,9711809928,2,2018,1320347.5,1344141.6,32469.3,2018-11-19 00:00:00,0,IOC,,
Power Grid Corpn. Of India Ltd.,2018-09-28 00:00:00,141.34,5231589648,2,2018,82890.1,75212.4,23105.9,2018-11-19 00:00:00,0,powerGrid,,
Oil & Natural Gas Corpn. Ltd.,2018-09-28 00:00:00,177.25,12833235180,2,2018,279891.7,222772.6,82646.1,2018-11-19 00:00:00,0,ONGC,,
G A I L (India) Ltd.,2018-09-28 00:00:00,126.18,2255070933,2,2018,192753.2,178901.3,19629.6,2018-11-19 00:00:00,0,GAIL,,
Adani Power Ltd.,2018-09-28 00:00:00,23.85,3856938941,2,2018,17935.5,20451.6,-13.1,2018-11-21 00:00:00,0,Adani,,
N T P C Ltd.,2018-09-28 00:00:00,138.83,8245464400,2,2018,222610.8,200599.4,24260.2,2018-11-22 00:00:00,0,NTPC,,
Coal India Ltd.,2018-09-28 00:00:00,266.85,6207409177,2,2018,1521.9,1948.2,6115.1,2018-11-26 00:00:00,0,coal,,
Reliance Industries Ltd.,2018-12-31 00:00:00,1110.48,6338561852,3,2018,1000960,869960,89280,2019-01-17 00:00:00,1,Reliance,,
Tata Power Co. Ltd.,2018-12-31 00:00:00,76.75,2704773510,3,2018,19989,17800.5,2895.6,2019-01-29 00:00:00,0,tataPower,,
Indian Oil Corpn. Ltd.,2018-12-31 00:00:00,91.4,9711809928,3,2018,1399688.7,1347403.6,7168.2,2019-01-31 00:00:00,0,IOC,,
N T P C Ltd.,2018-12-31 00:00:00,123.87,8245464400,3,2018,241203.6,219226,23854.1,2019-02-01 00:00:00,0,NTPC,,
Power Grid Corpn. Of India Ltd.,2018-12-31 00:00:00,149.25,5231589648,3,2018,84813,72668.4,23323,2019-02-06 00:00:00,0,powerGrid,,
Adani Power Ltd.,2018-12-31 00:00:00,50.9,3856938941,3,2018,1161.5,4114.6,-1206.8,2019-02-12 00:00:00,0,Adani,,
G A I L (India) Ltd.,2018-12-31 00:00:00,120.15,2255070933,3,2018,197889.8,185076.9,16812.3,2019-02-12 00:00:00,0,GAIL,,
Coal India Ltd.,2018-12-31 00:00:00,240.75,6207409177,3,2018,2416.1,2291.6,54742.9,2019-02-20 00:00:00,0,coal,,
